date,temp_max,temp_min,precipitation,wind_speed_max
2023-01-25,24.4,11.8,0.0,19.0
2023-01-26,24.8,13.2,0.0,21.1
2023-01-27,27.4,13.2,0.0,21.7
2023-01-28,26.0,14.9,0.3,21.5
2023-01-29,23.5,14.0,0.1,23.9
2023-01-30,25.0,12.8,0.0,25.7
2023-01-31,23.9,10.6,0.0,18.2
2023-02-01,28.0,9.9,0.0,18.6
2023-02-02,27.6,13.5,0.0,25.3
2023-02-03,25.0,13.6,0.0,30.1
2023-02-04,25.1,13.6,0.0,26.8
2023-02-05,25.4,12.3,0.0,23.1
2023-02-06,25.0,12.0,0.0,25.4
2023-02-07,26.5,12.1,0.0,22.5
2023-02-08,26.8,14.2,0.0,21.7
2023-02-09,26.5,14.1,0.0,23.4
2023-02-10,27.2,13.2,0.0,26.5
2023-02-11,25.3,12.6,0.0,20.8
2023-02-12,26.7,12.4,0.0,19.3
2023-02-13,26.4,12.9,0.0,23.5
2023-02-14,28.6,13.9,0.0,20.0
2023-02-15,29.6,13.0,0.0,19.5
2023-02-16,24.6,14.3,0.1,24.8
2023-02-17,25.5,13.1,0.0,21.3
2023-02-18,26.0,12.0,0.0,21.7
2023-02-19,25.4,12.7,0.0,23.5
2023-02-20,24.7,13.2,0.0,23.7
2023-02-21,25.0,11.4,0.0,23.3
2023-02-22,27.0,10.6,0.0,19.4
2023-02-23,28.2,12.6,0.0,17.3
2023-02-24,30.0,16.2,0.0,23.4
2023-02-25,29.4,16.9,0.0,21.2
2023-02-26,28.6,16.2,0.0,22.5
2023-02-27,26.3,17.0,0.0,19.7
2023-02-28,28.0,15.4,0.0,18.9
2023-03-01,29.1,14.9,0.0,23.5
2023-03-02,29.1,15.1,0.2,18.9
2023-03-03,28.8,17.5,0.0,22.6
2023-03-04,26.4,16.4,0.2,21.1
2023-03-05,26.8,15.8,0.0,20.5
2023-03-06,27.2,14.0,0.0,25.3
2023-03-07,29.2,13.9,0.0,20.9
2023-03-08,29.0,15.3,0.0,24.1
2023-03-09,29.7,15.9,0.0,20.3
2023-03-10,28.0,16.9,0.1,19.3
2023-03-11,28.8,17.8,0.8,19.6
2023-03-12,28.4,17.8,0.7,18.2
2023-03-13,27.1,18.2,0.4,23.5
2023-03-14,28.5,16.9,0.2,19.2
2023-03-15,30.0,16.5,0.0,19.6
2023-03-16,27.3,17.6,7.3,15.8
2023-03-17,25.5,17.0,11.8,16.1
2023-03-18,25.9,17.7,12.5,17.3
2023-03-19,23.1,18.0,13.1,17.1
2023-03-20,27.3,17.2,2.5,11.3
2023-03-21,27.9,17.1,7.6,19.6
2023-03-22,25.0,17.4,6.0,18.7
2023-03-23,25.1,17.0,1.5,23.2
2023-03-24,27.9,17.1,0.6,15.3
2023-03-25,27.0,18.0,0.7,16.4
2023-03-26,26.5,18.4,0.6,26.7
2023-03-27,28.6,18.1,1.8,24.5
2023-03-28,26.5,17.5,5.7,19.8
2023-03-29,27.0,17.2,3.7,14.5
2023-03-30,28.0,17.0,3.7,15.4
2023-03-31,27.2,17.8,1.2,16.9
2023-04-01,27.5,18.3,1.4,14.8
2023-04-02,27.1,17.4,4.6,12.1
2023-04-03,26.3,17.5,3.1,17.7
2023-04-04,27.0,17.4,1.6,18.3
2023-04-05,26.6,16.7,0.4,13.9
2023-04-06,28.6,17.2,0.0,20.6
2023-04-07,28.6,18.0,0.0,23.3
2023-04-08,29.3,18.0,0.0,20.8
2023-04-09,29.7,16.2,0.0,21.9
2023-04-10,29.7,16.1,0.0,23.8
2023-04-11,30.2,17.9,0.0,29.2
2023-04-12,30.2,17.6,0.0,22.9
2023-04-13,29.5,18.0,0.2,25.7
2023-04-14,26.3,17.5,13.5,18.1
2023-04-15,27.5,17.5,0.7,17.8
2023-04-16,27.5,18.0,0.9,21.9
2023-04-17,27.9,17.5,0.3,25.0
2023-04-18,28.1,17.6,0.0,20.6
2023-04-19,29.8,17.5,0.0,24.8
2023-04-20,30.4,17.4,0.0,23.2
2023-04-21,30.9,18.8,0.0,25.3
2023-04-22,30.4,18.5,2.2,20.4
2023-04-23,28.8,18.3,2.0,15.7
2023-04-24,29.5,18.9,0.0,13.6
2023-04-25,30.0,19.8,0.3,24.7
2023-04-26,30.3,18.9,0.4,18.1
2023-04-27,29.7,19.2,18.9,30.7
2023-04-28,25.4,17.8,0.2,22.2
2023-04-29,28.9,17.9,0.0,17.3
2023-04-30,27.5,18.1,4.5,23.7
2023-05-01,26.5,18.1,11.1,13.0
2023-05-02,27.3,18.5,6.7,12.7
2023-05-03,28.0,18.5,9.3,16.0
2023-05-04,28.5,18.2,0.4,13.2
2023-05-05,28.7,18.3,0.9,18.5
2023-05-06,28.9,18.8,11.5,26.3
2023-05-07,30.6,19.4,0.1,19.5
2023-05-08,29.2,18.0,0.0,20.2
2023-05-09,30.4,18.4,0.7,15.6
2023-05-10,29.7,19.2,0.6,23.2
2023-05-11,30.2,19.2,0.3,24.3
2023-05-12,31.0,19.2,0.0,21.8
2023-05-13,31.5,18.2,0.0,24.3
2023-05-14,33.2,19.9,0.0,23.1
2023-05-15,32.8,20.2,0.5,24.7
2023-05-16,33.0,20.3,3.4,29.1
2023-05-17,31.9,21.0,0.0,27.0
2023-05-18,32.1,21.4,0.0,30.3
2023-05-19,32.0,21.0,0.0,28.5
2023-05-20,32.2,20.7,0.1,26.9
2023-05-21,31.1,21.2,0.5,25.2
2023-05-22,30.0,19.5,6.9,19.3
2023-05-23,29.2,19.4,8.5,21.1
2023-05-24,29.5,19.0,0.1,23.4
2023-05-25,29.4,18.7,0.7,24.6
2023-05-26,29.5,18.9,0.1,24.7
2023-05-27,28.0,18.9,0.5,32.5
2023-05-28,29.5,19.0,0.0,32.4
2023-05-29,30.6,18.8,0.1,32.6
2023-05-30,29.5,19.2,0.3,28.6
2023-05-31,30.2,19.6,0.0,19.1
2023-06-01,29.6,18.2,12.8,24.4
2023-06-02,29.2,19.5,0.2,24.0
2023-06-03,29.7,19.3,0.0,27.6
2023-06-04,30.0,19.6,0.0,27.0
2023-06-05,29.9,19.2,0.0,28.0
2023-06-06,30.9,20.5,0.0,30.8
2023-06-07,31.7,20.2,0.0,29.1
2023-06-08,33.2,20.8,0.0,27.8
2023-06-09,32.2,20.9,0.0,30.0
2023-06-10,31.7,20.0,0.0,34.7
2023-06-11,31.8,20.4,0.0,34.1
2023-06-12,32.1,21.5,0.1,30.1
2023-06-13,32.2,20.4,2.4,33.8
2023-06-14,31.0,20.5,0.1,36.2
2023-06-15,31.9,20.7,0.0,34.4
2023-06-16,32.1,21.4,0.0,30.3
2023-06-17,32.5,20.6,0.0,33.4
2023-06-18,31.1,19.5,0.0,37.6
2023-06-19,32.1,20.3,0.1,33.1
2023-06-20,32.8,21.0,0.0,32.9
2023-06-21,32.0,19.9,0.0,34.4
2023-06-22,31.2,19.9,0.0,34.1
2023-06-23,30.7,19.4,0.0,35.4
2023-06-24,32.5,19.2,0.0,31.8
2023-06-25,33.2,20.5,0.0,33.6
2023-06-26,32.3,20.9,0.0,35.6
2023-06-27,32.5,19.2,0.0,35.9
2023-06-28,33.8,19.2,0.0,35.4
2023-06-29,33.8,20.4,0.0,36.0
2023-06-30,29.3,19.6,0.0,42.1
2023-07-01,29.5,19.5,0.0,41.4
2023-07-02,29.4,18.9,1.5,42.6
2023-07-03,30.3,19.3,0.5,35.6
2023-07-04,29.6,19.0,0.0,39.7
2023-07-05,32.3,19.2,0.0,37.2
2023-07-06,32.1,19.8,0.1,40.0
2023-07-07,28.4,19.4,0.0,42.1
2023-07-08,31.3,18.4,0.0,37.2
2023-07-09,33.2,19.3,0.1,36.9
2023-07-10,34.0,20.8,0.9,32.9
2023-07-11,33.2,20.7,0.7,33.9
2023-07-12,33.3,21.4,0.0,36.2
2023-07-13,32.0,20.4,0.7,36.9
2023-07-14,30.8,19.7,0.0,40.8
2023-07-15,29.8,19.6,0.0,42.6
2023-07-16,30.5,19.2,0.0,39.5
2023-07-17,31.1,19.5,0.0,39.0
2023-07-18,31.0,19.6,0.0,41.5
2023-07-19,32.6,19.5,0.0,40.7
2023-07-20,34.5,20.0,0.1,35.7
2023-07-21,33.5,20.9,0.2,35.1
2023-07-22,31.0,20.1,0.0,44.3
2023-07-23,30.0,20.4,0.0,42.3
2023-07-24,31.2,19.9,0.1,38.5
2023-07-25,32.4,20.9,0.0,40.0
2023-07-26,31.5,20.1,0.0,41.5
2023-07-27,32.5,19.6,0.0,38.2
2023-07-28,30.6,20.1,3.0,36.7
2023-07-29,30.5,18.5,0.0,38.5
2023-07-30,33.0,18.9,0.0,38.8
2023-07-31,32.8,19.7,0.0,36.6
2023-08-01,31.9,19.8,0.3,32.6
2023-08-02,29.1,20.0,0.0,33.1
2023-08-03,28.1,18.6,1.0,40.2
2023-08-04,32.7,18.2,0.0,40.0
2023-08-05,31.5,19.9,0.1,43.1
2023-08-06,31.8,20.7,0.0,37.2
2023-08-07,31.8,19.6,1.0,33.6
2023-08-08,32.3,20.0,0.1,38.5
2023-08-09,31.9,19.9,1.6,38.5
2023-08-10,31.2,19.6,0.0,35.1
2023-08-11,31.8,19.5,0.0,36.9
2023-08-12,31.1,19.2,0.0,38.0
2023-08-13,31.8,19.5,0.0,36.1
2023-08-14,32.1,20.6,0.0,33.3
2023-08-15,32.9,21.0,0.0,34.3
2023-08-16,32.4,21.2,0.3,38.8
2023-08-17,32.0,20.7,0.0,35.6
2023-08-18,32.0,20.0,0.0,33.2
2023-08-19,33.6,20.5,0.0,29.8
2023-08-20,33.5,21.0,0.0,33.9
2023-08-21,32.5,22.2,0.0,36.9
2023-08-22,31.2,20.9,0.5,32.4
2023-08-23,31.0,20.0,0.3,30.0
2023-08-24,32.2,21.3,0.7,31.9
2023-08-25,31.9,21.0,0.0,31.3
2023-08-26,33.2,20.8,0.0,34.9
2023-08-27,33.8,21.2,0.0,33.1
2023-08-28,32.8,21.4,0.0,35.1
2023-08-29,31.5,20.6,0.0,37.4
2023-08-30,31.2,19.9,0.0,38.0
2023-08-31,31.7,19.2,0.1,32.1
2023-09-01,32.2,20.8,0.0,27.1
2023-09-02,33.0,21.6,0.0,31.1
2023-09-03,32.7,22.0,0.0,29.0
2023-09-04,32.7,21.6,0.0,33.9
2023-09-05,34.0,21.5,0.0,34.4
2023-09-06,34.8,21.6,0.1,29.1
2023-09-07,32.0,19.9,0.0,28.0
2023-09-08,30.6,19.3,2.0,30.6
2023-09-09,32.2,20.5,0.0,31.3
2023-09-10,32.5,20.6,0.0,30.3
2023-09-11,32.0,21.4,0.0,36.7
2023-09-12,31.9,20.1,0.0,32.4
2023-09-13,32.2,22.1,0.0,25.5
2023-09-14,31.1,20.3,0.1,33.9
2023-09-15,31.8,21.4,0.3,34.1
2023-09-16,31.9,19.5,0.0,30.6
2023-09-17,33.1,20.9,0.0,25.0
2023-09-18,32.9,21.9,0.0,29.8
2023-09-19,32.8,21.0,0.0,29.6
2023-09-20,33.2,20.9,0.0,29.9
2023-09-21,33.0,20.1,0.0,32.1
2023-09-22,33.6,21.4,0.1,27.5
2023-09-23,31.5,19.9,3.1,29.2
2023-09-24,29.8,20.0,0.2,28.1
2023-09-25,31.8,20.1,0.0,26.2
2023-09-26,31.9,21.1,0.3,22.0
2023-09-27,32.2,19.8,0.3,17.7
2023-09-28,31.5,21.5,0.2,26.5
2023-09-29,31.2,20.6,0.0,22.1
2023-09-30,31.4,18.2,0.0,25.0
2023-10-01,32.2,17.8,0.0,24.5
2023-10-02,32.0,18.6,0.0,23.5
2023-10-03,30.9,18.0,0.0,21.4
2023-10-04,31.2,17.5,0.0,21.3
2023-10-05,31.4,17.2,0.0,20.5
2023-10-06,31.6,17.5,0.0,19.9
2023-10-07,32.3,19.3,0.0,24.5
2023-10-08,32.5,18.6,0.0,26.6
2023-10-09,31.5,16.8,0.0,25.3
2023-10-10,30.3,18.5,0.0,24.9
2023-10-11,29.7,17.8,0.0,24.7
2023-10-12,29.0,17.9,0.8,21.8
2023-10-13,29.0,18.2,0.0,20.4
2023-10-14,29.7,18.5,0.5,19.2
2023-10-15,29.4,18.5,0.4,17.7
2023-10-16,29.4,17.5,0.0,15.5
2023-10-17,30.4,16.8,0.0,23.8
2023-10-18,30.1,16.5,0.0,23.5
2023-10-19,30.2,16.6,0.0,23.7
2023-10-20,29.1,17.9,0.0,20.9
2023-10-21,28.5,17.1,0.0,21.1
2023-10-22,27.9,16.5,0.0,22.2
2023-10-23,30.4,16.1,0.0,22.7
2023-10-24,30.0,18.9,0.0,18.7
2023-10-25,30.3,19.0,4.4,23.5
2023-10-26,26.8,17.8,5.5,21.6
2023-10-27,25.4,17.5,4.0,23.1
2023-10-28,25.2,17.5,3.8,17.1
2023-10-29,24.4,16.8,2.9,18.9
2023-10-30,26.6,17.1,0.1,16.2
2023-10-31,25.6,16.9,1.4,20.6
2023-11-01,25.0,17.1,0.2,21.8
2023-11-02,24.6,16.5,2.0,19.0
2023-11-03,23.0,17.6,21.4,14.8
2023-11-04,24.2,16.1,0.0,18.1
2023-11-05,24.6,14.4,0.0,16.6
2023-11-06,24.5,14.7,0.0,15.9
2023-11-07,25.2,15.6,0.0,19.7
2023-11-08,24.5,15.5,0.0,22.2
2023-11-09,24.1,14.9,0.0,23.1
2023-11-10,24.6,15.0,0.0,22.2
2023-11-11,24.9,15.0,2.4,19.7
2023-11-12,25.6,16.7,6.4,20.6
2023-11-13,25.0,16.9,0.2,22.2
2023-11-14,24.4,15.0,0.0,19.7
2023-11-15,26.2,15.1,0.0,17.6
2023-11-16,27.4,17.9,2.6,19.9
2023-11-17,23.7,18.1,9.7,14.6
2023-11-18,23.8,18.0,16.8,16.7
2023-11-19,25.1,17.9,0.4,16.5
2023-11-20,26.1,15.7,0.0,17.8
2023-11-21,26.3,16.5,0.0,14.6
2023-11-22,24.6,15.8,0.0,21.3
2023-11-23,23.0,14.2,0.2,22.3
2023-11-24,23.8,13.5,0.0,21.8
2023-11-25,23.6,13.6,0.0,20.6
2023-11-26,22.4,13.1,0.0,25.3
2023-11-27,23.8,12.1,0.0,21.3
2023-11-28,24.0,13.4,0.0,26.3
2023-11-29,22.0,12.4,0.0,32.1
2023-11-30,23.4,14.4,0.0,26.9
2023-12-01,22.4,13.9,0.0,29.9
2023-12-02,22.5,13.2,0.0,25.5
2023-12-03,22.5,12.4,0.0,23.8
2023-12-04,22.4,12.6,0.0,24.5
2023-12-05,22.6,12.4,0.0,25.0
2023-12-06,23.2,11.9,0.0,21.1
2023-12-07,23.2,12.8,0.0,22.6
2023-12-08,22.8,11.5,0.0,22.7
2023-12-09,23.0,11.9,0.0,20.5
2023-12-10,22.2,11.6,0.0,23.9
2023-12-11,23.2,11.5,0.0,20.6
2023-12-12,25.0,12.1,0.0,18.1
2023-12-13,26.8,11.9,0.0,24.6
2023-12-14,24.0,14.8,0.0,27.0
2023-12-15,23.1,13.2,0.0,25.9
2023-12-16,22.6,12.6,0.0,25.7
2023-12-17,21.7,12.4,0.0,28.5
2023-12-18,21.3,11.1,0.0,25.9
2023-12-19,22.9,12.7,0.0,22.3
2023-12-20,24.0,15.4,0.0,19.7
2023-12-21,25.4,14.2,0.0,19.3
2023-12-22,26.3,15.3,0.0,18.4
2023-12-23,29.9,15.1,0.0,26.2
2023-12-24,27.7,15.6,0.0,21.1
2023-12-25,25.6,13.8,0.0,23.8
2023-12-26,24.9,12.6,0.0,20.9
2023-12-27,23.6,14.1,0.3,20.4
2023-12-28,23.6,13.3,0.0,22.1
2023-12-29,25.6,12.4,0.0,15.9
2023-12-30,25.8,15.0,0.0,20.6
2023-12-31,25.5,13.5,0.0,19.8
2024-01-01,25.0,12.8,0.0,22.4
2024-01-02,23.5,12.7,0.0,25.0
2024-01-03,23.8,12.3,0.0,20.3
2024-01-04,24.6,12.8,0.0,20.8
2024-01-05,23.8,12.2,0.0,19.7
2024-01-06,23.7,12.6,0.0,23.5
2024-01-07,23.2,12.6,0.0,22.9
2024-01-08,22.4,12.4,0.0,28.1
2024-01-09,21.4,11.9,0.0,28.7
2024-01-10,21.9,11.4,0.0,22.3
2024-01-11,22.4,11.2,0.0,22.1
2024-01-12,23.9,10.1,0.0,20.5
2024-01-13,24.8,11.6,0.0,18.3
2024-01-14,25.5,10.9,0.0,20.3
2024-01-15,25.6,14.4,0.0,21.6
2024-01-16,25.5,15.1,0.1,20.0
2024-01-17,26.2,14.9,0.0,20.6
2024-01-18,26.8,15.4,0.0,22.5
2024-01-19,25.6,14.8,0.0,24.7
2024-01-20,24.0,14.0,0.0,25.2
2024-01-21,23.3,13.5,0.0,27.6
2024-01-22,24.0,13.1,0.0,24.2
2024-01-23,23.7,12.6,0.0,24.2
2024-01-24,24.2,12.6,0.0,22.2
2024-01-25,27.0,12.6,0.0,19.1
2024-01-26,30.7,13.9,0.0,15.3
2024-01-27,29.8,16.4,0.0,18.3
2024-01-28,28.1,16.5,0.0,20.2
2024-01-29,27.4,17.7,0.4,19.2
2024-01-30,27.0,17.1,0.0,22.7
2024-01-31,26.7,15.9,0.0,20.5
2024-02-01,29.0,14.8,0.0,21.5
2024-02-02,27.5,15.2,0.0,21.5
2024-02-03,25.2,16.3,0.7,23.3
2024-02-04,25.3,16.4,0.7,22.5
2024-02-05,24.1,14.4,0.0,23.0
2024-02-06,25.6,13.4,0.0,19.7
2024-02-07,25.6,14.1,0.0,20.9
2024-02-08,25.6,16.1,0.4,27.1
2024-02-09,25.7,16.0,0.0,19.3
2024-02-10,27.1,16.6,0.0,20.5
2024-02-11,29.5,14.9,0.0,19.6
2024-02-12,29.6,16.1,0.0,23.0
2024-02-13,29.4,15.7,0.0,21.2
2024-02-14,29.2,15.0,0.0,19.2
2024-02-15,29.3,16.2,0.1,23.5
2024-02-16,30.1,17.1,0.1,21.4
2024-02-17,27.8,17.4,0.0,24.8
2024-02-18,26.5,15.9,0.0,24.6
2024-02-19,27.6,15.9,0.0,24.4
2024-02-20,27.3,15.2,0.0,20.5
2024-02-21,27.5,14.1,0.0,22.1
2024-02-22,26.8,13.1,0.0,20.7
2024-02-23,27.4,15.9,0.0,23.9
2024-02-24,27.4,14.8,0.0,23.2
2024-02-25,28.8,13.6,0.0,21.1
2024-02-26,31.7,16.8,0.0,21.2
2024-02-27,31.0,16.5,0.0,20.1
2024-02-28,30.5,16.0,0.0,22.0
2024-02-29,31.0,16.4,0.0,22.7
2024-03-01,31.5,17.6,0.0,24.1
2024-03-02,30.7,15.9,0.0,22.5
2024-03-03,31.4,17.1,0.0,19.6
2024-03-04,31.0,17.2,0.2,23.1
2024-03-05,31.4,18.5,0.0,25.2
2024-03-06,32.0,19.0,0.0,24.8
2024-03-07,32.7,19.0,0.0,21.7
2024-03-08,32.0,19.0,0.2,22.2
2024-03-09,30.4,17.9,0.2,22.8
2024-03-10,30.5,17.5,0.2,26.0
2024-03-11,31.8,17.5,0.0,21.0
2024-03-12,31.5,18.3,0.0,19.9
2024-03-13,31.5,17.8,0.0,20.0
2024-03-14,32.2,17.7,0.0,20.4
2024-03-15,31.8,17.9,0.0,22.6
2024-03-16,31.2,17.2,0.0,22.6
2024-03-17,31.4,17.1,0.0,21.6
2024-03-18,31.6,17.0,0.0,21.4
2024-03-19,31.5,14.8,0.0,21.4
2024-03-20,30.4,17.1,0.0,25.5
2024-03-21,31.2,16.0,0.0,21.3
2024-03-22,31.7,17.5,0.0,25.7
2024-03-23,32.3,18.1,0.0,26.3
2024-03-24,31.6,18.4,0.0,23.1
2024-03-25,30.2,19.8,0.9,32.5
2024-03-26,28.2,18.6,1.6,23.4
2024-03-27,29.5,17.1,1.9,23.5
2024-03-28,26.7,19.0,4.8,17.1
2024-03-29,28.3,18.7,3.2,17.4
2024-03-30,30.2,18.7,0.0,26.3
2024-03-31,30.6,17.5,0.0,24.5
2024-04-01,30.9,17.3,0.0,20.8
2024-04-02,31.4,18.0,8.7,27.3
2024-04-03,27.6,19.6,6.9,17.2
2024-04-04,27.6,18.8,1.5,17.0
2024-04-05,28.0,17.2,0.4,19.1
2024-04-06,29.4,17.5,0.0,22.2
2024-04-07,30.1,17.6,0.0,21.9
2024-04-08,31.6,18.6,0.0,24.0
2024-04-09,32.7,18.8,0.6,23.7
2024-04-10,32.2,19.8,1.0,22.5
2024-04-11,32.0,18.3,0.0,18.5
2024-04-12,33.8,19.7,0.0,20.6
2024-04-13,32.7,21.0,0.0,27.2
2024-04-14,35.7,21.8,0.0,21.9
2024-04-15,32.7,23.1,0.0,30.8
2024-04-16,33.5,21.0,0.0,30.0
2024-04-17,33.7,21.5,0.1,17.9
2024-04-18,31.8,21.1,2.5,25.9
2024-04-19,32.5,20.5,0.0,17.8
2024-04-20,30.8,20.0,8.1,18.8
2024-04-21,27.8,19.1,1.5,16.1
2024-04-22,28.6,18.9,1.4,16.2
2024-04-23,28.8,18.6,1.2,16.1
2024-04-24,29.1,19.2,1.4,16.6
2024-04-25,29.1,20.4,0.6,21.1
2024-04-26,29.8,19.5,0.3,24.5
2024-04-27,32.1,19.0,0.2,26.9
2024-04-28,30.7,20.0,1.4,16.9
2024-04-29,29.2,19.8,0.4,15.6
2024-04-30,30.1,19.8,0.2,21.8
2024-05-01,29.0,19.5,1.0,23.8
2024-05-02,29.6,20.0,1.6,24.1
2024-05-03,31.5,20.0,0.4,21.0
2024-05-04,30.6,19.8,0.6,22.4
2024-05-05,32.3,20.0,0.0,18.3
2024-05-06,31.4,19.6,0.4,16.4
2024-05-07,31.5,19.3,2.9,17.0
2024-05-08,30.2,20.0,2.8,16.3
2024-05-09,31.2,19.5,0.1,20.2
2024-05-10,33.2,20.4,3.7,18.6
2024-05-11,32.4,20.1,0.7,19.2
2024-05-12,32.0,20.4,0.0,18.4
2024-05-13,33.0,20.1,0.4,20.2
2024-05-14,33.2,21.0,0.0,27.1
2024-05-15,33.7,21.2,0.3,26.4
2024-05-16,33.0,21.8,0.4,24.4
2024-05-17,31.8,21.0,0.5,21.1
2024-05-18,30.5,20.8,3.4,20.7
2024-05-19,31.4,20.0,0.0,25.7
2024-05-20,32.5,19.6,0.2,18.8
2024-05-21,32.7,19.9,0.0,20.7
2024-05-22,33.5,21.6,0.0,24.4
2024-05-23,34.0,21.0,0.0,23.8
2024-05-24,34.9,21.1,0.0,24.0
2024-05-25,35.5,21.4,0.0,23.1
2024-05-26,35.2,21.2,0.0,26.0
2024-05-27,35.2,20.9,0.0,29.6
2024-05-28,34.3,21.1,0.0,31.3
2024-05-29,35.2,20.9,0.0,32.8
2024-05-30,35.6,19.5,0.0,31.1
2024-05-31,35.7,20.4,0.0,28.0
2024-06-01,35.2,20.1,0.0,28.3
2024-06-02,34.5,21.0,0.0,31.9
2024-06-03,35.3,20.4,0.0,25.9
2024-06-04,35.0,21.4,0.0,32.0
2024-06-05,35.5,21.3,0.0,34.1
2024-06-06,34.5,21.5,0.0,35.3
2024-06-07,35.3,20.7,0.0,30.3
2024-06-08,35.2,20.9,0.0,35.6
2024-06-09,33.0,20.1,0.0,38.4
2024-06-10,33.2,19.8,0.0,39.3
2024-06-11,33.0,20.5,0.0,36.1
2024-06-12,32.5,19.6,0.0,34.2
2024-06-13,31.5,20.0,0.0,36.0
2024-06-14,33.7,19.4,0.0,31.7
2024-06-15,32.8,19.4,0.0,34.3
2024-06-16,35.5,19.6,0.0,30.6
2024-06-17,33.7,20.5,0.0,33.2
2024-06-18,33.5,20.0,0.0,35.4
2024-06-19,33.7,22.1,0.0,35.4
2024-06-20,33.0,22.1,0.0,36.7
2024-06-21,31.9,20.6,0.2,41.0
2024-06-22,32.1,20.4,0.0,41.2
2024-06-23,32.3,20.7,0.0,42.8
2024-06-24,32.7,20.1,0.4,37.0
2024-06-25,32.2,20.0,0.0,38.7
2024-06-26,33.7,20.1,0.0,35.9
2024-06-27,32.2,21.0,0.0,42.1
2024-06-28,30.2,20.0,0.0,44.3
2024-06-29,31.8,20.0,0.0,41.8
2024-06-30,32.2,20.0,0.0,38.0
2024-07-01,33.0,20.3,0.2,36.4
2024-07-02,33.2,21.2,0.0,37.0
2024-07-03,33.2,21.1,0.0,34.7
2024-07-04,32.8,20.6,0.3,33.6
2024-07-05,34.0,21.6,0.0,28.3
2024-07-06,33.7,21.0,0.0,35.2
2024-07-07,32.2,20.5,0.7,33.9
2024-07-08,32.5,20.2,0.9,27.7
2024-07-09,33.3,21.5,0.5,29.7
2024-07-10,31.6,21.2,0.2,34.4
2024-07-11,33.3,20.8,0.0,33.2
2024-07-12,32.0,20.9,1.6,35.4
2024-07-13,29.1,19.9,0.1,35.6
2024-07-14,31.5,19.6,0.0,34.6
2024-07-15,31.3,20.0,1.9,33.9
2024-07-16,29.6,20.6,0.2,33.1
2024-07-17,29.5,20.0,0.2,34.9
2024-07-18,31.5,19.4,0.0,34.9
2024-07-19,32.2,20.0,0.4,36.4
2024-07-20,27.0,19.6,3.3,34.4
2024-07-21,30.6,20.1,0.9,34.9
2024-07-22,31.4,20.0,1.3,34.1
2024-07-23,32.0,20.5,4.7,38.4
2024-07-24,32.0,21.5,0.5,33.6
2024-07-25,29.5,18.7,11.1,29.5
2024-07-26,29.9,19.2,3.4,33.5
2024-07-27,28.6,19.2,0.0,33.0
2024-07-28,31.8,19.9,7.0,28.8
2024-07-29,31.6,19.9,2.9,26.6
2024-07-30,31.2,19.8,0.8,28.9
2024-07-31,29.2,19.1,2.5,33.5
2024-08-01,28.6,17.9,7.9,31.0
2024-08-02,26.8,19.1,0.4,33.6
2024-08-03,28.9,19.5,0.3,31.3
2024-08-04,29.8,18.6,4.0,33.1
2024-08-05,30.1,20.0,2.3,30.8
2024-08-06,30.2,19.8,2.1,29.4
2024-08-07,29.8,19.3,0.9,31.8
2024-08-08,30.1,19.5,0.0,31.4
2024-08-09,30.9,19.2,1.2,31.3
2024-08-10,30.5,20.5,1.0,28.0
2024-08-11,30.8,20.4,0.3,35.2
2024-08-12,31.0,19.5,0.2,34.4
2024-08-13,30.7,20.5,0.1,32.4
2024-08-14,31.2,20.5,2.4,34.9
2024-08-15,31.3,19.6,0.0,28.5
2024-08-16,31.0,20.9,2.1,31.7
2024-08-17,30.0,21.0,0.6,28.4
2024-08-18,30.4,19.7,0.3,39.2
2024-08-19,30.1,20.0,1.2,35.9
2024-08-20,22.7,18.6,33.9,23.9
2024-08-21,24.0,17.6,1.3,45.4
2024-08-22,24.8,17.1,0.0,44.5
2024-08-23,28.1,17.4,1.8,32.9
2024-08-24,26.7,18.8,0.7,34.0
2024-08-25,27.8,19.0,0.0,37.5
2024-08-26,29.1,19.3,0.3,30.1
2024-08-27,29.9,18.5,3.1,32.4
2024-08-28,29.6,19.4,0.0,41.8
2024-08-29,30.9,19.9,1.8,34.1
2024-08-30,30.2,19.6,21.9,28.6
2024-08-31,28.9,19.3,19.1,32.1
2024-09-01,26.3,18.2,0.2,33.4
2024-09-02,28.1,18.2,0.0,30.9
2024-09-03,29.6,19.4,0.4,28.5
2024-09-04,29.3,19.0,0.7,34.6
2024-09-05,29.3,19.6,0.7,33.1
2024-09-06,29.9,20.5,0.0,35.5
2024-09-07,30.2,20.3,9.7,32.1
2024-09-08,30.0,19.2,2.7,31.9
2024-09-09,30.9,20.8,0.0,25.7
2024-09-10,31.4,20.9,0.0,27.8
2024-09-11,31.2,20.2,0.0,31.4
2024-09-12,31.2,20.0,0.3,26.5
2024-09-13,31.5,20.4,0.0,34.9
2024-09-14,31.6,21.4,0.0,31.8
2024-09-15,32.0,20.5,0.0,33.1
2024-09-16,31.9,20.4,0.0,34.3
2024-09-17,30.6,20.5,0.0,30.6
2024-09-18,30.8,20.0,1.1,23.2
2024-09-19,31.8,18.6,0.0,16.9
2024-09-20,32.3,19.5,0.0,25.8
2024-09-21,31.4,18.0,0.0,21.3
2024-09-22,31.8,18.8,0.0,20.3
